simulation_id,timestamp,target_url,company_context_length,num_turns,total_seller_words,total_buyer_words,avg_seller_turn_length,avg_buyer_turn_length,score,outcome,key_objection,feedback,conversation_file,source
3b8f6eab-fa2a-42ff-909f-398024cffd7e,2026-02-21T15:09:57.957076,https://www.dynatrace.com,3000,4,227,229,56.75,57.25,4,Failure,Integration,"The seller should have more thoroughly addressed the buyer's concerns about integration costs and disruptions to operations, providing specific examples or case studies to alleviate these concerns. Sentiment: Neutral",3b8f6eab-fa2a-42ff-909f-398024cffd7e.json,batch_v2
5fca6aa9-ae7e-4160-838a-c1e75d34ac3c,2026-02-21T15:10:05.425056,https://www.newrelic.com,3000,4,219,226,54.75,56.5,4,Failure,Price,The seller should have provided more specific and tailored pricing information earlier in the conversation to address the buyer's cost concerns more effectively. Sentiment: Neutral,5fca6aa9-ae7e-4160-838a-c1e75d34ac3c.json,batch_v2
ad3eeadf-dd9f-4f43-a6e4-9ed6966372b2,2026-02-21T15:10:12.988650,https://www.datadoghq.com,3000,4,222,231,55.5,57.75,4,Failure,Authority,The seller should have asked more questions to identify the key decision-maker and attempted to involve them in the conversation to increase the chances of a successful outcome. Sentiment: Neutral,ad3eeadf-dd9f-4f43-a6e4-9ed6966372b2.json,batch_v2
8927da46-30e5-4e19-9196-53f598a5f170,2026-02-21T15:10:20.275459,https://www.grafana.com,3000,4,221,206,55.25,51.5,4,Failure,Integration,The seller should have provided more specific examples or case studies to alleviate the buyer's concerns about integration with their existing open-source tools and infrastructure. Sentiment: Neutral,8927da46-30e5-4e19-9196-53f598a5f170.json,batch_v2
1ba5556f-0668-4e21-ab27-be61c9ead81a,2026-02-21T15:10:29.454162,https://www.elastic.co,2225,4,219,202,54.75,50.5,4,Failure,Integration,"The seller should have more aggressively addressed the buyer's concerns about integration and switching vendors, potentially by offering a more detailed onboarding plan or case studies of successful transitions from Elasticsearch to DeepData AI. Sentiment: Neutral",1ba5556f-0668-4e21-ab27-be61c9ead81a.json,batch_v2
d580263a-652a-4977-91ee-7a54b5fd5ec6,2026-02-21T15:10:37.177104,https://www.pennylane.com,24,4,196,184,49.0,46.0,4,Failure,Timing,The seller should have more aggressively addressed the buyer's contract timeline and explored potential alternatives or compromises to keep the conversation alive. Sentiment: Neutral,d580263a-652a-4977-91ee-7a54b5fd5ec6.json,batch_v2
30df7d7b-52f4-4549-a1a0-58f1d71a03a2,2026-02-21T15:10:47.243445,https://www.bigcommerce.com,3000,4,230,208,57.5,52.0,4,Failure,Price,The seller should have more aggressively addressed the buyer's budget concerns and provided a clearer ROI analysis to overcome the price objection. Sentiment: Neutral,30df7d7b-52f4-4549-a1a0-58f1d71a03a2.json,batch_v2
2a94fb21-9cf2-4858-8293-57ce2fa6fbf6,2026-02-21T15:10:57.750192,https://www.woocommerce.com,3000,5,302,151,60.4,30.2,8,Success,Integration,The seller should have provided more specific examples or case studies earlier in the conversation to address the buyer's concerns and build credibility. Sentiment: Neutral,2a94fb21-9cf2-4858-8293-57ce2fa6fbf6.json,batch_v2
4aef7258-1974-4f4d-845e-d4e56ae81b6c,2026-02-21T15:11:07.662997,https://www.wix.com,3000,4,223,237,55.75,59.25,4,Failure,Authority,The seller should have more aggressively pursued contact information for the IT department decision-maker to potentially bypass the current buyer and continue the conversation. Sentiment: Neutral,4aef7258-1974-4f4d-845e-d4e56ae81b6c.json,batch_v2
fdc6030b-8fca-4c5e-ae94-4faa763ecf25,2026-02-21T15:11:18.014529,https://www.squarespace.com,3000,4,231,216,57.75,54.0,4,Failure,Timing,The seller should have more effectively addressed the buyer's concerns about contractual obligations and the potential disruption to their current workflow earlier in the conversation to potentially change the outcome. Sentiment: Neutral,fdc6030b-8fca-4c5e-ae94-4faa763ecf25.json,batch_v2
28f06874-3c35-447a-b8bd-cef2ba23d638,2026-02-21T15:11:28.538683,https://www.webflow.com,3000,5,291,128,58.2,25.6,8,Success,Authority,The seller could have more effectively addressed the buyer's authority concern by asking about the IT department's evaluation criteria and process to better position the demo and potential next steps. Sentiment: Neutral,28f06874-3c35-447a-b8bd-cef2ba23d638.json,batch_v2
6673b6a1-5504-4ad8-a91d-7a5f35b2cf17,2026-02-21T15:11:38.824737,https://www.morpheusdata.com,3000,5,293,146,58.6,29.2,8,Success,Integration,The seller could have provided more specific examples or case studies earlier in the conversation to address the buyer's integration concerns and build credibility. Sentiment: Neutral,6673b6a1-5504-4ad8-a91d-7a5f35b2cf17.json,batch_v2
174dcb12-a1ad-4300-b198-d2d34e836f5c,2026-02-21T15:24:52.322760,https://www.auth0.com,3000,4,207,216,51.75,54.0,4,Failure,Integration,"The seller should have more effectively addressed the buyer's concerns about integration and disruption to their workflows, and potentially offered a more tailored solution or transitional support to mitigate these risks. Sentiment: Neutral",174dcb12-a1ad-4300-b198-d2d34e836f5c.json,batch_v2
1e76da43-717c-482b-af1a-d2f0e85062b6,2026-02-21T15:25:00.804003,https://www.segment.com,3000,5,272,148,54.4,29.6,8,Success,Integration,The seller could have more effectively addressed the buyer's integration concerns by providing specific examples or case studies of successful integrations with similar companies earlier in the conversation. Sentiment: Neutral,1e76da43-717c-482b-af1a-d2f0e85062b6.json,batch_v2
32729390-4342-457b-a0c2-47d7ee305250,2026-02-21T15:25:07.018500,https://www.fivetran.com,3000,5,327,186,65.4,37.2,8,Success,Integration,The seller could have provided more specific examples or case studies to address the buyer's concerns about integration and ROI earlier in the conversation to build stronger credibility. Sentiment: Neutral,32729390-4342-457b-a0c2-47d7ee305250.json,batch_v2
68f920ef-7345-4127-827f-58afaa0202ce,2026-02-21T15:25:13.745569,https://www.dbtlabs.com,3000,4,233,216,58.25,54.0,4,Failure,Timing,The seller should have more aggressively explored alternative timelines or pilot projects to address the buyer's current project priorities and revisit the conversation in the future. Sentiment: Neutral,68f920ef-7345-4127-827f-58afaa0202ce.json,batch_v2
9ade6f9b-6ee3-488b-ac9b-678086fdf5d4,2026-02-21T15:25:21.255992,https://www.airtable.com,3000,4,258,210,64.5,52.5,2,Failure,Timing,The seller should have more aggressively addressed the buyer's initial objection about being too busy and not having the bandwidth to evaluate new vendors to potentially change the course of the conversation. Sentiment: Neutral,9ade6f9b-6ee3-488b-ac9b-678086fdf5d4.json,batch_v2
834d2029-bf26-41a8-acbf-e65bf0095c86,2026-02-21T15:25:29.041590,https://www.notion.so,3000,5,198,180,39.6,36.0,4,Failure,Price,The seller should have been more prepared to address the buyer's cost concerns and potentially offer more customized pricing or tiered plans to better fit the buyer's budget. Sentiment: Neutral,834d2029-bf26-41a8-acbf-e65bf0095c86.json,batch_v2
6b1c1486-ab38-4acb-8ae7-3fa7ce2d0fc7,2026-02-21T15:25:35.058716,https://www.loom.com,3000,4,237,216,59.25,54.0,4,Failure,Integration,The seller should have more aggressively addressed the buyer's integration concerns and provided more specific examples or case studies to alleviate these concerns earlier in the conversation. Sentiment: Neutral,6b1c1486-ab38-4acb-8ae7-3fa7ce2d0fc7.json,batch_v2
504030d3-7728-4d6b-80f9-f8c64d497959,2026-02-21T15:25:43.333271,https://www.gitlab.com,2823,4,191,171,47.75,42.75,4,Failure,Price,The seller should have been more prepared to address potential cost concerns and offer more flexible pricing options or a clear ROI analysis to justify the investment in DeepData AI. Sentiment: Neutral,504030d3-7728-4d6b-80f9-f8c64d497959.json,batch_v2
8ed0cfe9-8aef-4749-a496-742c21720bd8,2026-02-21T15:36:15.602525,https://www.sumologic.com,3000,5,286,128,57.2,25.6,5,Pending,Unknown,Sentiment: Neutral,8ed0cfe9-8aef-4749-a496-742c21720bd8.json,batch_v2
14d997c7-6333-4cd7-ace0-b2813356f7d6,2026-02-21T15:42:05.730397,https://www.akamai.com,206,4,242,186,60.5,46.5,5,Pending,Unknown,Sentiment: Neutral,14d997c7-6333-4cd7-ace0-b2813356f7d6.json,batch_v2
46ed1c44-20e6-4bf8-98a2-0b6bb3b55151,2026-02-21T15:48:26.348756,https://www.onfido.com,755,4,234,209,58.5,52.25,5,Pending,Unknown,Sentiment: Neutral,46ed1c44-20e6-4bf8-98a2-0b6bb3b55151.json,batch_v2
c09d6698-8c7c-413c-90a8-1e2cbe272511,2026-02-21T15:58:00.710955,https://www.navan.com,3000,4,198,184,49.5,46.0,5,Pending,Unknown,Sentiment: Neutral,c09d6698-8c7c-413c-90a8-1e2cbe272511.json,batch_v2
